,title,roleId,companyName,salary,workType,isPrivateAdvertiser,listingDate,isPremium,isStandOut,suburb,suburbWhereValue,classification.id,classification.description,subClassification.id,subClassification.description,advertiser.id,advertiser.description
467,Identity Management Data Engineer,data-engineer,Experis,,Contract/Temp,False,2024-07-04T22:52:56Z,False,True,Canberra,Canberra ACT 2600,6281,Information & Communication Technology,6290,Engineering - Software,41900326,Experis AU
468,Test Analyst - Data,data-analyst,Tech Mahindra,,Full time,False,2024-07-02T03:12:41Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6301,Testing & Quality Assurance,34920099,Tech Mahindra Limited
469,Analyst,analyst,ASIC,,Full time,False,2024-07-09T04:33:37Z,False,True,Sydney,Sydney NSW 2000,1214,Insurance & Superannuation,6280,Other,24680132,ASIC
470,Junior A.I Performance Analyst,performance-analyst,Foxtel,Base + Super + Foxtel Benefits,Full time,False,2024-07-10T00:08:01Z,False,True,Artarmon,Artarmon NSW 2064,6076,Consulting & Strategy,6077,Analysts,46082447,Foxtel Group
471,Azure Data Engineer - Contract,data-engineer,Pathway Search,,Contract/Temp,False,2024-07-09T04:38:49Z,False,False,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6287,Developers/Programmers,45907166,Pathway Search
472,Senior Research & Evaluation Analyst,evaluation-analyst,Karlka Recruiting Group,$700 per day + super,Contract/Temp,False,2024-07-14T22:10:10Z,False,True,Parramatta,Parramatta NSW 2150,1210,Government & Defence,1411,Government - State,34080570,Karlka Recruiting Group
473,Data Scientist,data-scientist,Calleo,,Full time,False,2024-06-26T01:50:59Z,False,True,Sydney,Sydney NSW 2000,1223,Science & Technology,6222,"Mathematics, Statistics & Information Sciences",36007910,Calleo
474,Analytics Specialist,analytics-specialist,The University of Sydney,,Full time,False,2024-07-02T00:09:42Z,False,True,Camperdown,Camperdown NSW 2050,6076,Consulting & Strategy,6077,Analysts,45079971,The University of Sydney
475,Data Engineer,data-engineer,Transgrid,,Full time,False,2024-07-02T05:55:14Z,False,True,Eastern Creek,Eastern Creek NSW 2766,6281,Information & Communication Technology,6289,Engineering - Network,26266448,Transgrid
476,Data Engineer,data-engineer,Profusion Group,,Full time,False,2024-06-17T04:17:09Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6286,Database Development & Administration,20291172,Profusion PAC Pty Ltd
477,Service Delivery Associate,delivery-associate,Unisys,,Full time,False,2024-06-24T02:34:07Z,False,True,Edinburgh,Edinburgh SA 5111,6281,Information & Communication Technology,6291,Help Desk & IT Support,524537,Unisys
478,Data Engineer,data-engineer,Green Light,Competitive,Contract/Temp,False,2024-06-24T02:46:08Z,False,False,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6303,Other,22297007,Green Light PS Pty Ltd
479,Power BI Engineer CONTRACT),engineer,Correlate Resources,,Contract/Temp,False,2024-07-10T07:39:01Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6290,Engineering - Software,35398774,Correlate Resources
480,Senior / Lead Data Engineer,data-engineer,Novon,,Full time,False,2024-07-05T04:33:17Z,False,False,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6290,Engineering - Software,55150157,Novon
481,Senior Business Analyst,business-analyst,Shura,$120 - $150 per hour,Contract/Temp,False,2024-07-03T03:23:42Z,False,True,,,6281,Information & Communication Technology,6283,Business/Systems Analysts,55177328,Shura
482,Data Engineer,data-engineer,WA Primary Health Alliance,$106k - $115k p.a. + 11.5% Superannuation,Full time,False,2024-06-19T04:09:30Z,False,True,Subiaco,Subiaco WA 6008,6281,Information & Communication Technology,6290,Engineering - Software,33652762,WA Primary Health Alliance
483,Analytics Lead,analytics-lead,George & Matilda Eyecare,,Full time,False,2024-06-24T04:19:56Z,False,True,Surry Hills,Surry Hills NSW 2010,1203,Banking & Financial Services,6175,Analysis & Reporting,36676787,George & Matilda Eyecare
484,Geospatial Analyst,geospatial-analyst,Sunshine Coast Council,"$91,000 – $107,000 per year",Full time,False,2024-07-11T22:07:46Z,True,True,Maroochydore,Maroochydore QLD 4558,1223,Science & Technology,6218,"Environmental, Earth & Geosciences",23500431,Sunshine Coast Council
485,Principal Remote Sensing Officer,Remote-Sensing-Officer,"NT Department of Environment, Parks and Water Security","$147,587 – $164,681",Full time,False,2024-07-15T00:38:06Z,True,True,Perth,Perth WA 6000,1223,Science & Technology,6218,"Environmental, Earth & Geosciences",40300991,"Department of Environment, Parks and Water Security"
486,Earth Observation Data Scientist (multiple roles),data-scientist,Peoplebank,,Contract/Temp,False,2024-06-27T00:41:41Z,False,True,Symonston,Symonston ACT 2609,6281,Information & Communication Technology,6287,Developers/Programmers,28936057,Peoplebank Australia ACT
487,Analytics Consultant,analytics-consultant,Valrose,,Full time,False,2024-07-02T02:17:39Z,False,True,Perth,Perth WA 6000,6281,Information & Communication Technology,6285,Consultants,39090289,Valrose
488,Senior Business Analyst,business-analyst,ASC,Find a deeper purpose at ASC,Full time,False,2024-06-30T23:48:58Z,False,True,Osborne,Osborne SA 5017,6281,Information & Communication Technology,6283,Business/Systems Analysts,7453727,ASC
489,Commercial Excellence Specialist,specialist,Abbott,,Full time,False,2024-07-01T07:39:07Z,False,True,East Brisbane,East Brisbane QLD 4169,6076,Consulting & Strategy,6077,Analysts,62437122,Abbott Medical Australia
490,Director of Data Science and Analytics,director,Bluefin Resources,,Full time,False,2024-07-11T04:53:17Z,False,False,Parramatta,Parramatta NSW 2150,1203,Banking & Financial Services,6175,Analysis & Reporting,27705684,Bluefin Resources Pty Limited
491,Manager | Data Scientist | Artificial Intelligence,data-scientist,PwC,,Full time,False,2024-07-10T00:40:47Z,False,True,Perth,Perth WA 6000,6281,Information & Communication Technology,6290,Engineering - Software,2798,PwC
492,Data Analyst / Environmental Science,data-analyst,SAFEgroup Automation,,Full time,False,2024-07-08T02:53:29Z,False,True,New Lambton,New Lambton NSW 2305,1223,Science & Technology,6218,"Environmental, Earth & Geosciences",37331109,SAFEgroup Automation
493,Data Modeller,data-modeller,FourQuarters Recruitment,$700pd,Contract/Temp,False,2024-07-01T22:44:16Z,False,False,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6286,Database Development & Administration,26475017,FourQuarters Recruitment
494,Business Intelligence and Analytics Developer,analytics-developer,Toll Group,,Full time,False,2024-07-04T02:54:44Z,False,True,Melbourne,Melbourne VIC 3000,6092,"Manufacturing, Transport & Logistics",6095,Analysis & Reporting,61911987,Toll Group
495,Manager Data & Analytics,data-analytics-manager,U&U Recruitment Partners,,Full time,False,2024-07-03T00:15:06Z,False,False,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6292,Management,25421433,u&u. Recruitment Partners
496,Data Governance - Data Quality Specialist,quality-specialist,ASIC,,Full time,False,2024-07-05T05:50:08Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6286,Database Development & Administration,24680132,ASIC
497,"Data Engineer - DATA VAULT, DBT and Data Bricks",data-engineer,Tech Mahindra,,Full time,False,2024-06-17T07:05:41Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6286,Database Development & Administration,34920099,Tech Mahindra Limited
498,Business Analyst | Pathology,business-analyst,Hudson,$900 - $1k p.d.,Contract/Temp,False,2024-07-04T10:26:02Z,False,False,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6283,Business/Systems Analysts,55252809,"Hudson - Technology, Projects & Transformation"
499,Data Engineer,data-engineer,Talent International,Up to $175K Including Super,Full time,False,2024-06-26T06:26:32Z,False,True,Eight Mile Plains,Eight Mile Plains QLD 4113,6281,Information & Communication Technology,6285,Consultants,23607467,"Talent – Specialists in tech, transformation & beyond"
500,Manager | Data Scientist | Artificial Intelligence,data-scientist,PwC,,Full time,False,2024-07-10T00:40:40Z,False,True,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6290,Engineering - Software,2798,PwC
501,Technical Project Lead and Data Migration Specialist (CRM),data-migration-specialist,People Who Care,,Contract/Temp,False,2024-07-10T07:06:36Z,False,True,Mandurah,Mandurah WA 6210,6281,Information & Communication Technology,6295,Programme & Project Management,39944201,People Who Care
502,Technical Consultant – Document Management System,technical-consultant,,,Full time,False,2024-07-05T02:10:16Z,False,False,North Adelaide,North Adelaide SA 5006,6281,Information & Communication Technology,6285,Consultants,46442243,Docuworx Australia Pty Ltd
503,Senior Data Engineer - Snowflake,data-engineer,Konnexus,"$160,000 Including Superannuation",Full time,False,2024-07-11T05:20:38Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6290,Engineering - Software,39979053,Konnexus
504,Data Analyst / Data Migration (Oracle),data-analyst,Randstad,$550 - $630 p.d. + plus Superannuation,Contract/Temp,False,2024-06-24T05:57:58Z,False,False,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6283,Business/Systems Analysts,26537413,Randstad Digital
505,Data Engineer,data-engineer,Reo Group,$120k - $150k + Super + Bonus,Full time,False,2024-06-20T05:13:03Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6287,Developers/Programmers,25424904,Reo Group
506,Senior Project Manager - Data Centre Migration,project-manager,TEKsystems,,Contract/Temp,False,2024-06-27T05:36:26Z,True,True,Parramatta,Parramatta NSW 2150,6281,Information & Communication Technology,6295,Programme & Project Management,35879080,TEKsystems
507,iBodyshop Product Support Analyst,product-support-analyst,Clear21,,Full time,False,2024-06-25T00:40:07Z,True,True,Mulgrave,Mulgrave VIC 3170,6281,Information & Communication Technology,6291,Help Desk & IT Support,60077152,Clear21 Pty Ltd
508,EL 1 Data and Analytics Project Manager,project-manager,Comcare,"$119,133 - $141,953 + Super, Part-time avaliable",Full time,False,2024-07-02T23:57:53Z,False,True,Launceston,Launceston TAS 7250,1210,Government & Defence,1409,Government - Federal,20885930,Comcare
509,Insights Analyst,insights-analyst,Perigon Group,"$120,000 - $130,000",Full time,False,2024-06-28T06:34:08Z,False,True,,,6008,Marketing & Communications,6014,Market Research & Analysis,25502044,Perigon Group Pty Limited
510,Data Migration Lead,data-migration-lead,Emeco International,,Contract/Temp,False,2024-07-10T00:08:33Z,False,True,Osborne Park,Osborne Park WA 6017,6281,Information & Communication Technology,6295,Programme & Project Management,21948909,Emeco International Pty Ltd
511,Senior Data Engineer,data-engineer,Precision Sourcing,"$150,000k + super",Full time,False,2024-07-09T10:34:24Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6286,Database Development & Administration,25851365,Precision Sourcing
512,Data Scientist,data-scientist,,,Full time,False,2024-07-09T00:45:25Z,False,True,Surry Hills,Surry Hills NSW 2010,1223,Science & Technology,6222,"Mathematics, Statistics & Information Sciences",60130624,wiq
513,Managing Consultant - Data,managing-consultant,Emanate Technology,,Full time,False,2024-07-11T04:45:05Z,False,False,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6285,Consultants,56062757,Emanate Technology Pty Ltd
514,Lead Data Scientist,data-scientist,Compare Club,,Full time,False,2024-07-12T05:15:12Z,False,True,Sydney,Sydney NSW 2000,1223,Science & Technology,6222,"Mathematics, Statistics & Information Sciences",45014772,Compare Club
515,Lead Data Scientist - ML & Modeling,data-scientist,Bluefin Resources,$165000.00 - $175000.00 p.a. + plus super + bonus,Full time,False,2024-07-11T01:52:49Z,False,False,Sydney,Sydney NSW 2000,6008,Marketing & Communications,6014,Market Research & Analysis,27705684,Bluefin Resources Pty Limited
516,Data Migration Specialist,data-migration-specialist,Robert Half,"$120,000 - $140,000 p.a. + Plus Superannuation ",Full time,False,2024-06-25T00:14:17Z,False,False,Geebung,Geebung QLD 4034,6281,Information & Communication Technology,6286,Database Development & Administration,26220238,Robert Half
517,Data Engineer,data-engineer,The Salvation Army,,Full time,False,2024-06-24T05:30:12Z,False,True,Blackburn,Blackburn VIC 3130,6281,Information & Communication Technology,6303,Other,39325409,The Salvation Army
518,Data Solutions Architect,data-solution-architect,Michael Page,$1000 - $1100 p.d.,Contract/Temp,False,2024-06-20T04:05:18Z,False,False,Parramatta,Parramatta NSW 2150,1210,Government & Defence,1411,Government - State,23706242,Michael Page
519,Senior Data Analyst,data-analyst,,,Full time,False,2024-06-21T00:07:45Z,False,False,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6283,Business/Systems Analysts,61678983,VicReturn Limited
520,Data Engineer,data-engineer,Peoplebank,plus Super,Contract/Temp,False,2024-07-04T08:53:23Z,False,True,Parramatta,Parramatta NSW 2150,6281,Information & Communication Technology,6286,Database Development & Administration,28935911,Peoplebank Australia NSW
521,Data Migration Business Analyst,business-analyst,Egis Group,,Contract/Temp,False,2024-07-05T04:35:51Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6283,Business/Systems Analysts,6280516,Egis
522,Data Enablement Chapter Lead,,IBC Recruitment,,Full time,False,2024-06-25T22:33:56Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6295,Programme & Project Management,40844720,IBC Recruitment
523,Data Engineer/Integration Engineer,integration-engineer,Professional Search Group,Competitive,Contract/Temp,False,2024-07-08T06:51:04Z,False,False,Perth,Perth WA 6000,6281,Information & Communication Technology,6286,Database Development & Administration,29276064,Professional Search Group
524,Infrastructure Support Analyst,infrastructure-support-analyst,Stratco,Attractive Package + High Performing Team,Contract/Temp,False,2024-07-08T00:26:51Z,False,True,Gepps Cross,Gepps Cross SA 5094,6281,Information & Communication Technology,6291,Help Desk & IT Support,31313862,Stratco
525,Data Product Analyst - 6 Month Contract,product-analyst,PRA,$800-$950p/d,Contract/Temp,False,2024-06-17T06:56:22Z,False,False,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6283,Business/Systems Analysts,20101884,PRA
526,Data Insights and System Analyst - Hybrid WFH,systems-analyst,Berry Street,,Full time,False,2024-06-26T02:28:49Z,False,True,Richmond,Richmond VIC 3121,6163,Community Services & Development,6168,Fundraising,24964358,Berry Street
527,Business Intelligence Analyst - Manufacturing Insights,business-intelligence-analyst,Cochlear,,Contract/Temp,False,2024-07-08T22:58:33Z,False,True,Macquarie Park,Macquarie Park NSW 2113,6092,"Manufacturing, Transport & Logistics",6095,Analysis & Reporting,1211340,Cochlear Limited.
528,Supply Chain Analyst,supply-chain-analyst,Bull Motor Bodies,,Full time,False,2024-06-25T07:47:08Z,True,True,Bibra Lake,Bibra Lake WA 6163,6092,"Manufacturing, Transport & Logistics",6095,Analysis & Reporting,36305711,Bull Motor Bodies
529,Junior ERM Implementation Advisor - Risk Tech,Implementation-Adviser,Protecht Group,,Full time,False,2024-07-11T02:54:48Z,True,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6283,Business/Systems Analysts,25604275,Protecht Group
530,Project Lead - Data Retention,project-leader,NewyTechPeople,,Contract/Temp,False,2024-07-12T03:29:05Z,False,True,,,6281,Information & Communication Technology,6286,Database Development & Administration,39992815,NewyTechPeople
531,Identity Management Data Engineer,data-engineer,Calleo,,Contract/Temp,False,2024-07-05T04:20:09Z,False,True,Canberra,Canberra ACT 2600,6281,Information & Communication Technology,6286,Database Development & Administration,36007910,Calleo
532,Health Information Manager - Data Integrity & Reporting,health-information-manager,GV Health,,Full time,False,2024-07-04T03:15:06Z,False,True,Shepparton,Shepparton VIC 3630,1211,Healthcare & Medical,6333,Management,16231913,Goulburn Valley Health
533,Senior Data Engineer,data-engineer,Akkodis,,Contract/Temp,False,2024-07-03T01:58:21Z,False,True,Perth,Perth WA 6000,6281,Information & Communication Technology,6287,Developers/Programmers,25886139,Akkodis
534,Technical Analyst - Enterprise Program,technical-analyst,Gippsland Water,,Contract/Temp,False,2024-07-08T04:42:17Z,False,True,Traralgon,Traralgon VIC 3844,6281,Information & Communication Technology,6283,Business/Systems Analysts,20914582,Gippsland Water
535,HubSpot Automation and Data Consultant,data-consultant,Woods & Co,"$110,000 - $130,000 + Super",Full time,False,2024-07-12T01:19:49Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6285,Consultants,38821903,Woods & Co
536,Business Data Analyst,business-data-analyst,Itch Recruitment,,Full time,False,2024-06-26T05:03:56Z,False,True,Subiaco,Subiaco WA 6008,6092,"Manufacturing, Transport & Logistics",6095,Analysis & Reporting,28220173,Itch Recruitment
537,Business Analyst,business-analyst,Harvey Nash,Excellent Daily Rate,Contract/Temp,False,2024-07-10T04:48:54Z,False,True,Darwin,Darwin NT 0800,6281,Information & Communication Technology,6283,Business/Systems Analysts,27622251,Harvey Nash
538,Senior Data & Analytics Engineer,data-analytics-engineer,The Argyle Network,,Full time,False,2024-07-03T23:36:05Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6290,Engineering - Software,37746021,The Argyle Network
539,Business Intelligence Analyst,business-intelligence-analyst,MAX Solutions,,Full time,False,2024-06-21T03:49:41Z,False,True,Eight Mile Plains,Eight Mile Plains QLD 4113,6281,Information & Communication Technology,6283,Business/Systems Analysts,13663877,MAX Solutions
540,Business Intelligence Developer,business-intelligence-developer,Hays Recruitment,Competitive Salary,Full time,False,2024-06-27T05:52:50Z,False,True,North Sydney,North Sydney NSW 2060,6281,Information & Communication Technology,6287,Developers/Programmers,29321933,Hays | Technology
541,Financial Analyst - CAAB,financial-analyst,Australian Department of Defence,"$83,706 - $89,659 (APS 5) + Super",Full time,False,2024-07-08T01:47:41Z,False,True,Adelaide,Adelaide SA 5000,1200,Accounting,6143,Analysis & Reporting,3561584,Department of Defence
542,Data Engineer - Databricks,data-engineer,Talenza,140000,Full time,False,2024-07-01T00:44:41Z,False,False,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6290,Engineering - Software,37849505,Talenza
543,Senior BI Developer,business-intelligence-developer,Reserve Bank of Australia,,Contract/Temp,False,2024-06-19T23:42:11Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6287,Developers/Programmers,1210312,Reserve Bank of Australia
544,Data Engineer Intern,data-engineer,Vicinity Centres,,Full time,False,2024-07-02T01:13:21Z,False,True,Chadstone,Chadstone VIC 3148,6281,Information & Communication Technology,6290,Engineering - Software,31530908,Vicinity Centres
545,Data Engineer | Generative AI,data-engineer,Deloitte,Great Salary + Benefits + Discounts on Offer,Full time,False,2024-06-19T22:58:28Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6290,Engineering - Software,26734030,Deloitte
546,Business Analyst,business-analyst,U&U Recruitment Partners,AUD 80 - 90 per hour,Contract/Temp,False,2024-07-05T06:57:05Z,False,False,Brisbane,Brisbane QLD 4000,1210,Government & Defence,1411,Government - State,25421433,u&u. Recruitment Partners
547,Identity Management Data Engineer,data-engineer,Compas,,Contract/Temp,False,2024-07-08T00:46:05Z,False,True,Canberra,Canberra ACT 2600,6281,Information & Communication Technology,6286,Database Development & Administration,31127394,Compas Pty Ltd
548,2025 Student Internship Program - Assistant Data Analyst (DKI),program-assistant,Urbis,,Casual/Vacation,False,2024-07-08T02:00:10Z,False,True,Melbourne,Melbourne VIC 3000,6076,Consulting & Strategy,6077,Analysts,11068666,Urbis Ltd
549,Technical Business Analyst,technical-business-analyst,Ampersand Ltd,$550 - $619 / day,Contract/Temp,False,2024-07-08T23:01:03Z,False,False,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6283,Business/Systems Analysts,23791286,Ampersand
