,type,label,alias
550,Referenceable Experience,Microsoft Office,account-officer
551,Referenceable Experience,Accounting Principles,account-officer
552,Referenceable Experience,Credit Card Reconciliation,account-officer
553,Observable Attributes,Time Management,account-officer
554,Observable Attributes,Thoroughness,account-officer
555,Observable Attributes,Communication Skills,account-officer
556,Observable Attributes,Multitasking,account-officer
557,Observable Attributes,Organised,account-officer
558,Observable Attributes,Autonomy,account-officer
559,Observable Attributes,Numeracy,account-officer
560,Observable Attributes,Computer Literacy,account-officer
561,Observable Attributes,Resilience,account-officer
562,Observable Attributes,Prioritisation,account-officer
563,Observable Attributes,Problem Solving,account-officer
564,Observable Attributes,Written Communication,account-officer
565,Referenceable Experience,Xero Accounting Software,manager-accounts
566,Referenceable Experience,Accounts Payable,manager-accounts
567,Referenceable Experience,MYOB Accounting Software,manager-accounts
568,Referenceable Experience,Bookkeeping,manager-accounts
569,Referenceable Experience,Accounts Management,manager-accounts
570,Referenceable Experience,Accounts Receivable,manager-accounts
571,Referenceable Experience,Accounting Principles,manager-accounts
572,Referenceable Experience,Microsoft Office,manager-accounts
573,Observable Attributes,Communication Skills,manager-accounts
574,Observable Attributes,Time Management,manager-accounts
575,Observable Attributes,Autonomy,manager-accounts
576,Referenceable Experience,Analysis,manager-accounts
577,Observable Attributes,Organised,manager-accounts
578,Observable Attributes,Thoroughness,manager-accounts
579,Referenceable Experience,Data Entry,manager-accounts
580,Referenceable Experience,Microsoft Products,manager-accounts
581,Observable Attributes,Prioritisation,manager-accounts
582,Observable Attributes,Problem Solving,manager-accounts
583,Observable Attributes,Computer Literacy,manager-accounts
584,Observable Attributes,Multitasking,manager-accounts
585,Referenceable Experience,Accounts Payable,accounts-clerk
586,Referenceable Experience,Bookkeeping,accounts-clerk
587,Referenceable Experience,MYOB Accounting Software,accounts-clerk
588,Referenceable Experience,Xero Accounting Software,accounts-clerk
589,Referenceable Experience,Data Entry,accounts-clerk
590,Referenceable Experience,Accounts Receivable,accounts-clerk
591,Referenceable Experience,Microsoft Office,accounts-clerk
592,Observable Attributes,Time Management,accounts-clerk
593,Referenceable Experience,Accounting,accounts-clerk
594,Observable Attributes,Thoroughness,accounts-clerk
595,Observable Attributes,Communication Skills,accounts-clerk
596,Referenceable Experience,Accounting Principles,accounts-clerk
597,Observable Attributes,Organised,accounts-clerk
598,Observable Attributes,Willingness to Learn,accounts-clerk
599,Observable Attributes,Computer Literacy,accounts-clerk
600,Observable Attributes,Autonomy,accounts-clerk
601,Observable Attributes,Multitasking,accounts-clerk
602,Observable Attributes,Resilience,accounts-clerk
603,Referenceable Experience,Administration,accounts-clerk
604,Observable Attributes,Team Work,accounts-clerk
605,Referenceable Experience,Accounts Receivable,credit-officer
606,Referenceable Experience,Credit Management,credit-officer
607,Referenceable Experience,ERP Software,credit-officer
608,Referenceable Experience,Credit Collections,credit-officer
609,Referenceable Experience,SAP Software,credit-officer
610,Referenceable Experience,Credit Control,credit-officer
611,Observable Attributes,Communication Skills,credit-officer
612,Referenceable Experience,Customer Service,credit-officer
613,Referenceable Experience,Data Entry,credit-officer
614,Observable Attributes,Negotiation,credit-officer
615,Observable Attributes,Thoroughness,credit-officer
616,Observable Attributes,Time Management,credit-officer
617,Referenceable Experience,Microsoft Office,credit-officer
618,Observable Attributes,Numeracy,credit-officer
619,Observable Attributes,Prioritisation,credit-officer
620,Observable Attributes,Multitasking,credit-officer
621,Observable Attributes,Problem Solving,credit-officer
622,Referenceable Experience,Analysis,credit-officer
623,Referenceable Experience,Microsoft Products,credit-officer
624,Observable Attributes,Resilience,credit-officer
625,Referenceable Experience,Accounts Payable,accounts-payable-assistant
626,Referenceable Experience,Data Entry,accounts-payable-assistant
627,Referenceable Experience,Bookkeeping,accounts-payable-assistant
628,Observable Attributes,Time Management,accounts-payable-assistant
629,Referenceable Experience,GST,accounts-payable-assistant
630,Referenceable Experience,Xero Accounting Software,accounts-payable-assistant
631,Referenceable Experience,Microsoft Office,accounts-payable-assistant
632,Observable Attributes,Written Communication,accounts-payable-assistant
633,Referenceable Experience,Accounts Receivable,accounts-payable-assistant
634,Referenceable Experience,MYOB Accounting Software,accounts-payable-assistant
635,Observable Attributes,Communication Skills,accounts-payable-assistant
636,Observable Attributes,Punctual,accounts-payable-assistant
637,Observable Attributes,Thoroughness,accounts-payable-assistant
638,Observable Attributes,Prioritisation,accounts-payable-assistant
639,Referenceable Experience,Pronto,accounts-payable-assistant
640,Observable Attributes,Organised,accounts-payable-assistant
641,Observable Attributes,Willingness to Learn,accounts-payable-assistant
642,Observable Attributes,Autonomy,accounts-payable-assistant
643,Observable Attributes,Computer Literacy,accounts-payable-assistant
644,Observable Attributes,Multitasking,accounts-payable-assistant
645,Referenceable Experience,Managerial Accounting,management-accountant
646,Referenceable Experience,Microsoft Excel,management-accountant
647,Verifiable Attainments,CA Qualification,management-accountant
648,Referenceable Experience,Accounting Standards,management-accountant
649,Referenceable Experience,Commerce,management-accountant
650,Referenceable Experience,ERP Software,management-accountant
651,Referenceable Experience,Microsoft Power Business Intelligence,management-accountant
652,Referenceable Experience,Financial Reporting,management-accountant
653,Referenceable Experience,Financial Modelling,management-accountant
654,Referenceable Experience,Financial Accounting,management-accountant
655,Referenceable Experience,SAP Software,management-accountant
656,Referenceable Experience,Analysis,management-accountant
657,Referenceable Experience,Accounting Software,management-accountant
658,Referenceable Experience,Accounting Principles,management-accountant
659,Observable Attributes,Communication Skills,management-accountant
660,Observable Attributes,Commercial Acumen,management-accountant
661,Observable Attributes,Problem Solving,management-accountant
662,Observable Attributes,Thoroughness,management-accountant
663,Observable Attributes,Time Management,management-accountant
664,Observable Attributes,Autonomy,management-accountant
665,Referenceable Experience,Bookkeeping,bookkeeper
666,Referenceable Experience,Xero Accounting Software,bookkeeper
667,Referenceable Experience,MYOB Accounting Software,bookkeeper
668,Referenceable Experience,Accounts Payable,bookkeeper
669,Referenceable Experience,Intuit Quickbooks,bookkeeper
670,Referenceable Experience,Accounts Receivable,bookkeeper
671,Referenceable Experience,Accounting Principles,bookkeeper
672,Referenceable Experience,Public Practice Accounting,bookkeeper
673,Referenceable Experience,Microsoft Office,bookkeeper
674,Observable Attributes,Time Management,bookkeeper
675,Observable Attributes,Thoroughness,bookkeeper
676,Observable Attributes,Communication Skills,bookkeeper
677,Observable Attributes,Autonomy,bookkeeper
678,Observable Attributes,Organised,bookkeeper
679,Referenceable Experience,Data Entry,bookkeeper
680,Observable Attributes,Multitasking,bookkeeper
681,Observable Attributes,Prioritisation,bookkeeper
682,Observable Attributes,Resilience,bookkeeper
683,Observable Attributes,Problem Solving,bookkeeper
684,Observable Attributes,Written Communication,bookkeeper
685,Referenceable Experience,Payroll Software,payroll-consultant
686,Referenceable Experience,SAP Payroll,payroll-consultant
687,Referenceable Experience,SAP Software,payroll-consultant
688,Referenceable Experience,Payroll Processing,payroll-consultant
689,Referenceable Experience,Payroll Tax,payroll-consultant
690,Referenceable Experience,SAP SuccessFactors,payroll-consultant
691,Referenceable Experience,SAP HCM,payroll-consultant
692,Referenceable Experience,End to End Payroll,payroll-consultant
693,Referenceable Experience,Microsoft Dynamics,payroll-consultant
694,Referenceable Experience,Workforce Management,payroll-consultant
695,Referenceable Experience,HRIS,payroll-consultant
696,Observable Attributes,Time Management,payroll-consultant
697,Observable Attributes,Thoroughness,payroll-consultant
698,Observable Attributes,Communication Skills,payroll-consultant
699,Observable Attributes,Hard Working,payroll-consultant
700,Referenceable Experience,Customer Service,payroll-consultant
701,Observable Attributes,Organised,payroll-consultant
702,Observable Attributes,Prioritisation,payroll-consultant
703,Referenceable Experience,Microsoft Products,payroll-consultant
704,Observable Attributes,Punctual,payroll-consultant
705,Verifiable Attainments,CA Qualification,financial-manager_2
706,Referenceable Experience,Xero Accounting Software,financial-manager_2
707,Referenceable Experience,Microsoft Excel,financial-manager_2
708,Referenceable Experience,Statutory Compliance,financial-manager_2
